id,prompts,images
2691,"'අකුසල් බොහෝ කවරක්හට දැ?' යි කීහ. එකල තෙරුන්වහන්සේ 'මහරජානෙනි, යමෙක් තෙම නො දැන අකුසල් කරන්නේ වී නම්, ඕහට අකුසල් බොහෝ ය' යි කීසේක.",sinhala_doc_02691.png
2692,අන්යයෝ ප්‍රශංසා කෙරෙත් නම් තෙමේත් ප්‍රශංසා කරන්නේ ය. හේ වනාහි අඥාන උපේක්ෂායෙන් යුක්ත ය.,sinhala_doc_02692.png
2693,පාපය පිළිකුල් කරන පාපයට ලජ්ජා වන ස්වභාවය හිරි නම් වේ. පවට බිය වන ස්වභාවය ඔත්තප්ප නම් වේ.,sinhala_doc_02693.png
2694,"ක්‍රීඩා පිණිස හා නො දෙනු කැමැත්තෙන් ඇති දෙය සඟවනු පිණිස, දරුවන් නැලවීම පිණිස ද, කළ වරද සඟවනු පිණිස ද බොරු කීම අල්ප සාවද්ය වේ.",sinhala_doc_02694.png
2695,නො නිදා ප්‍රතිකාර කිරීමෙන් ඒ රෝගය සුව කළ නො හෙන බව වෛද්යවරයා ද කීය. එහෙත් උන්වහන්සේ වීර්යය නො හළ සේක.,sinhala_doc_02695.png
2696,"චෛතසික සම්ප්‍රයෝගය පහසුවෙන් තේරුම් ගත හැකි වීමට, ධ්‍යාන භේදයෙන් හා වේදනා භේදයෙන් සිත් බෙදන හැටි, නැවතත් සිහි කර ගත යුතු ය.",sinhala_doc_02696.png
2697,මැරෙන අවස්ථාවේ දී සුගතියට යෑමට උපකාර වන තැනැත්තා කෙනකුගේ පරම කල්යාණ මිත්රයා ය.,sinhala_doc_02697.png
2698,පෘථග්ජනයන් මෙන් කොණක් නැතිව නැවත නැවත උපදින ස්වභාවයෙන් මුදවා සුගති සංසාරයෙන් එතරට පමුණුවනු ලැබේ.,sinhala_doc_02698.png
2699,මෙසේ මේ ඇඟිලි නිය යන භූත රූප උපාදාරූපයෝ ඔවුනොවුන් මෙනෙහි කිරීම නැත්තා හ.,sinhala_doc_02699.png
2700,ඉක්බිති ඔහු බොජුන් සඳහා හුන් කල්හි එක් භික්ෂුවක් පිඬු පිණිස හැසිරෙමින් එතැනට පැමිණියේය.,sinhala_doc_02700.png
2701,"එය නො මනා පින්දීමේ ක්‍රමයෙකි. ප්‍රේතයන්ට ප්‍රේතාත්මයෙන් චුත ව සුගතියට පැමිණෙන්නට පැතීම නොහොත් ඉල්ලීම, වරක් මළ අයට නැවතත් මැරෙන්නට පැතීම ය.",sinhala_doc_02701.png
2702,සෙස්ස කුශලයෙහි කී නයින් දතයුතු. මෙහි වෙනස අකුශල බවයි. එහෙයින්ම ලාමක බව වේ.,sinhala_doc_02702.png
2703,ශරීරාවයව සෙලවෙන්නේ ඒ වායු වේගයෙනි. විඤ්ඤත්ති රූපයත් ඒ වායුව සමගම ඇති වන්නකි.,sinhala_doc_02703.png
2704,ධාතු වශයෙන් චීවර ප්‍රත්යවේක්ෂාව කළ යුත්තේ මෙසේය: පඨවි - අපෝ - තේජෝ - වායෝ යන ධාතු සතරින් නිර්මිත මේ චීවරය ධාතු සමූහයෙකි.,sinhala_doc_02704.png
2705,ඉහත දැක්වූ රූපිය ශික්ෂාපදයෙන් රන් රිදී මසු කහවණු පිළිගැනීම ප්‍රතික්ෂේප කරන ලදී.,sinhala_doc_02705.png
2706,නිර්ණය - 'නිර්වාණය අරමුණු කොට චතුරාර්ය සත්යයට ම පැමිණේ. චතුරාර්ය සත්යය ම දකී.,sinhala_doc_02706.png
2707,'ස්වාමීන් වහ්නසේ සමාධියට ද සමවදනා සේක්දැ'යි විචාළ කළ 'එය අපට බරෙක් නො වේය' යි වදාළහ.,sinhala_doc_02707.png
2708,භාවනාව පිළිබඳ ප්‍රීතියක් ඔහුට ඇති නොවේ. ප්‍රීතියක් නැතිව භාවනා කරන්නා වූ යෝගාවචරයා හට ඒ ද්වේෂය වඩ වඩාත් ඇති වන්නට පටන් ගනී.,sinhala_doc_02708.png
2709,උන්වහන්සේට පිරිවර වූ බොහෝ ශ්‍රාවකයෝ වූහ. නොයෙක් විට උන්වහන්සේ චාරිකාවෙහි යෙදුණේ ද පන්සියයක් පමණ භික්ෂූන් පිරිවරා ගෙන ය.,sinhala_doc_02709.png
2710,සාමණේර නම තමාගේ මාපියන් නිසා ද පොරොන්දුව කඩ නො කෙළේ ය. සත්යයෙහි පිහිටා ඉදිරියට ගමන් කෙළේ ය.,sinhala_doc_02710.png
2711,පටිච්චසමුප්පාදාඞ්ග දොළොසෙන් කොටසක් ක්ලේශයෝ ය. කොටසක් කර්මයෝ ය. කොටසක් විපාකයෝ ය. ක්ලේශයන් නිසා සත්වයෝ කර්ම කෙරෙති.,sinhala_doc_02711.png
2712,තථාගතයන් වහන්සේ කිඹුල්වත් පුරයට වැඩම වීමෙන් සත්වැනි දිනය එළඹියේ ය. බුදුහු විසිදහසක් මහා සංඝයා පිරිවරා ගෙන සුදොවුන් රජු ගේ මාළිගයට වැඩම කළහ.,sinhala_doc_02712.png
2713,ප්‍රත්යේක බෝධිසත්වයන් හා ශ්‍රාවක බෝධිසත්වයන් විසින් දාන පාරමිතාව පිරිය යුතු ආකාරය ද මහාබෝධි සත්වයන්ගේ ප්‍රතිපත්තිය අනුව සලකා ගත යුතු ය.,sinhala_doc_02713.png
2714,පුද්ගලයා ආර්ය භාවයට පමුණුවනු ලැබේ. පුද්ගලයාට ආර්ය ඵලය ලබා දෙනු ලැබේ.,sinhala_doc_02714.png
2715,පාපය පිළිකුල් කරන ස්වභාවය හෙවත් පාපයට ලජ්ජා වන ස්වභාවය හිරිය ය. පාපයට බිය වන පාපය කෙරෙන් තැති ගන්නා ස්වභාවය ඔත්තප්ප ය.,sinhala_doc_02715.png
2716,"මහරජානෙනි, භාග්යවතුන් වහන්සේ උදය වළඳා දෙවනුවත් කල් දක්වා තුන්වනුවත් ආහාර වළඳා වදාරණසේක.",sinhala_doc_02716.png
2717,මාපිය ගුණය සේ ආචාර්ය ගුණය ද අනන්තය. එබැවින් සත්පුරුෂයෝ තමන් කොතරම් උසස් තත්වයකට පැමිණ සිටියත් දෙවියන්ට රජුන්ට මෙන් ගුරුවරුන්ට ගරු කරන්නාහ.,sinhala_doc_02717.png
2718,"සිවුවැදෑරුම් වූ ඒ ලෝකෝත්තර මාර්ග ඥානය සම්මාවාචා- සම්මාකම්මන්ත- සම්මාආජීව- යන සීලය ද, සම්මාවායාම- සම්මාසති- සම්මාසමාධි යන සමාධිය ද උපදවයි.",sinhala_doc_02718.png
2719,හය. ලෝවැසියා ප්‍රශංසාවෙන් උඩඟු වන්නේ ය. නින්දාවෙන් බැගෑපත් වන්නේ ය. මාගේ හාමුදුරුවරු නින්දා ප්‍රශංසා දෙක්හි සම ව පවතින්නෝ ය.,sinhala_doc_02719.png
2720,මේ ශුක්‍රධාතුව මහල්ලන්ගේ ශරීරවල මඳය. බාලයන්ගේ ශරීරවල ඇතය යි ද නැතය යි ද කියති. රහතුන්ගේ ශරීරවල හා බ්රහ්මයන්ගේ ශරීරවල සම්පූර්ණයෙන් ම නැති බව කියා ඇත.,sinhala_doc_02720.png
2721,මොවුන් අතුරින් ආහාරාදිය පැසවන තේජෝ ධාතුවෙහි එක මැ ජීවිත නවක කලාපයක් වේ. ශුද්ධාෂ්ටකය හා ජිවිතින්ද්රිය ද වශයෙනි.,sinhala_doc_02721.png
2722,වී ඇටයක් රෝපණය කළ කල්හි එයින් ගොයම් ගසක් පහළ වේ. වී ඇටය ක්‍රමයෙන් දිරා අභාවයට පැමිණෙයි.,sinhala_doc_02722.png
2723,මෙයට පසු භාග්යවතුන් වහන්සේ ඒ භික්ෂූන් ගේ චරිතයට අනුකූල ධර්මයක් දේශනා කළ සේක. සැරියුත් මුගලන් දෙ නම හැර සෙසු සියල්ලෝ එහි නුවණ යවා රහත් වූහ.,sinhala_doc_02723.png
2724,ඇතැම්හු හොඳ භාණ්ඩයක් ලත් කල්හි එයින් තමන් ද ප්‍රයෝජනයක් නො ගෙන අනුන්ට ප්‍රයෝජනයක් ගන්නට ද නො දෙමින් නිකම් භාණ්ඩය අත පත ගාමින් බලමින් තබා ගෙන සිටිති.,sinhala_doc_02724.png
2725,ප්‍රඥාවන්ත වූ මේ දෙනම නොබෝ කලකින්ම ත්රිපිටකධාරී ව්යක්ත බහුශ්රුත භික්ෂූන් දෙනමක් විය. එසේම විනය විනිශ්චයේ ද අති දක්ෂ වූහ.,sinhala_doc_02725.png
2726,"ඇතැම් පින්වතුන් විශේෂයෙන් සමන් මල් පිදීම කරන බැවින් ඒ සඳහාත්, කිරි ආහාර පුදන බැවින් ඒ සඳහාත් ගථා රචනා කරන ලදී.",sinhala_doc_02726.png
2727,ඒ අනුව මේ ප්‍රතිපත්ති ක්‍රමය ගිහියන්ට ද සාධාරණ බව කිය යුතුය. ගිහියන් විසින් මේ ප්‍රතිපත්ති ගිහි ජිවිතයට සුදුසු සේ පැවැත්විය හැකිය.,sinhala_doc_02727.png
2728,දෙවනුව ද වඳිමි. තෙවනුව ද වඳිමි. නුඹ වහන්සේගේ ඖරස පුත්ර මහා සංඝ රත්නයට ද වඳිමි. දෙවනුව ද වඳිමි.,sinhala_doc_02728.png
2729,දහය. සිංහයා ගල උඩ මුවා මැරුවේය. එකොළහ. ඔවුහු දිවයිනෙහි පර්වතය දුටුවාහ. දොළහ. ළමයා මුහුදට ගියේය.,sinhala_doc_02729.png
2730,අරමුණ ගැන පුද්ගලයා ගේ අදහස කුමක් වුවත් හොඳ අරමුණෙහි ඇති වන්නේ කුශල විපාක සිත් ය. එසේ ම නරක අරමුණෙහි ඇති වන්නේ ද අකුශල විපාක සිත් ය.,sinhala_doc_02730.png
2731,පසු ද භික්ෂාචාර වේලාව පැමිණි විට විසිදහසක් රහතුන් පිරිවරා කපිලවස්තු පුර වැද වහසල් දොරැ සිට ගෙපිළිවෙළින් පිඬු සිඟා වැඩි සේක.,sinhala_doc_02731.png
2732,ප්‍රඥාධික බෝසත්නට ශ්‍රද්ධාව මඳය. වීර්යය මධ්‍යම ය. ශ්‍රද්ධාධික බෝධිසත්වයනට ප්‍රඥාව මධ්‍යම ය.,sinhala_doc_02732.png
2733,ප්‍රඥා ඇස නැති තැනැත්තෝ අන්ධයෝ ය. ප්‍රඥා ඇස ඇති තැනැත්තෝ ම ඇස් ඇත්තෝ ය.,sinhala_doc_02733.png
2734,ඒ මෙසේයි:- රූපාලම්බන භාවයෙන් සිත ඉපිද බිඳුණු කලැ ඒ අරමුණු දැන ඒ චිත්තයා ගේ භඞ්ගය අනුව බල යි.,sinhala_doc_02734.png
2735,සත්පුරුෂයන්ට ආර්යයන් ප්‍රිය ය. ආර්යයන් දකිනු සඳහා සත්පුරුෂයෝ පාටලී පුත්ර බ්රාහ්මණයා මෙන් රටින් රට පවා යන්නාහ.,sinhala_doc_02735.png
2736,"තෙපි අර්හත්වයට පැමිණීම සඳහා වීර්ය කරව්. ආනන්දය! තථාගතයන් වහන්සේ කෙරෙහි ප්‍රසන්න වූ ක්ෂත්‍රිය පණ්ඩිතයෝ ද, බ්‍රාහ්මණ පණ්ඩිතයෝ ද, ගෘහපති පණ්ඩිතයෝ ද ඇතහ.",sinhala_doc_02736.png
2737,"'ස්වාමීනි, නාගසේනයන් වහන්ස, ඒ එසේ ම වේවා. ඒ වදාළ කාරණයෙහි රහතන් වහන්සේ ඉතිරි කොට තබන ලද වේවා'",sinhala_doc_02737.png
2738,ආර්ය සංඝයා කෙරෙහි ඇත්තා වූ ඒ දානය මහත්ඵල කිරීමේ ගුණය උත්තම රත්නයක් වන්නේ ය.,sinhala_doc_02738.png
2739,පුරිස දෝස යනු පුද්ගලයන්ගේ දෝෂයෝ ය. පාළිය දිග බැවින් මෙහි නො දක්වනු ලැබේ.,sinhala_doc_02739.png
2740,නිවන් සොයනු පිණිස භාවනාවෙහි යෙදීමට පැවිදි වෙතත් විය යුත්තේ ඉහත කී පරිදි සියල්ලට ම ඔරොත්තු දෙන නිරෝගී ශක්ති සම්පන්න ශරීර ඇතියවුන් විසින් පමණෙකි.,sinhala_doc_02740.png
2741,පුද්ගලයන් ගේ වශයෙන් :- සමාපත්තිය නො සමවන්නහු ගේ වේදනාව සමවන්නහු ගේ වේදනාවට වඩා ඖදාරික යැ.,sinhala_doc_02741.png
2742,බුද්ධානුස්මෘති භාවනාව කරන තැනැත්තා විසින් බුදු ගුණ වගන්ති නවය අත් නො හැර ම බුද්ධ වන්දනාව සඳහා භාවිත කළ යුතුය.,sinhala_doc_02742.png
2743,සෑම සත්වයකුටම මමය කියා සලකන තමා ගේ පඤ්චස්කන්ධය පවත්වා ගැනීමට මහත් ආශාවක් ඇත්තේ ය.,sinhala_doc_02743.png
2744,උපේක්ෂා වේදනාව හා අවශේෂ ත්‍රෛභූමික සංස්කාරයන් උදයව්‍යය දෙකින් (ඉපදීම බිඳීම දෙකින්) පීඩිත වන බැවින් සංස්කාර දුඃඛ නමි.,sinhala_doc_02744.png
2745,'අවිද්යා - තෘෂ්ණා - කර්ම - ස්පර්ශ නිරෝධයෙන් වේදනා නිරෝධය වේය' යි මෙසේ ප්‍රත්යය නිරොධයෙන් වේදනාස්කන්ධයා ගේ ව්‍යය දකී.,sinhala_doc_02745.png
2746,උදේ පහ ටත් පහයි තිහ ටත් අතර කාලයේ අරුණ නැඟෙන්නේ ය. එය නැගෙනහිර දිග අහසෙහි දැකිය හැකිය.,sinhala_doc_02746.png
2747,ලොවුතුරා බුදු බව සඳහා පුරන පාරමිතාව මහා බෝධි යාන නම් වේ. මහායාන යනු ද එයට නමෙකි.,sinhala_doc_02747.png
2748,ඔවුන් එසේ කියන්නේ ඔවුන්ගේ නො දැනීම නිසාය. අනේක ප්‍රකාර වන්දනා ක්‍රමවලින් සමහරක් සමහරුන්ට රුචිය.,sinhala_doc_02748.png
2749,කල් යෑමෙන් ශරීරය දිරන්නේ හිසකේ පැසීම ඇඟ රැලි වැටීම ආදිය සිදු වන්නේ ඒ තේජෝ ධාතුවෙන් කරන තැවීම නිසාය. ශරීරය දවන්නා වූ තේජෝ ධාතුව 'පරිදහන තේජෝ ධාතුව' නමි.,sinhala_doc_02749.png
2750,එය ස්ථවිර නවක මධ්‍යම සියලු ම පැවිද්දන් විසින් කළ යුත්තකි. එය ස්ථවිර නවක මධ්‍යම සියලු ම පැවිද්දන් විසින් කළ යුත්තකි.,sinhala_doc_02750.png
2751,එනම් හිමියාට අලාභය ගෙවිය යුතු වීමය. නො ගෙවුව හොත් භික්ෂුවට පරිජි ඇවැත් වේ.,sinhala_doc_02751.png
2752,"දෙපනස් චෛතසිකයන් අතුරෙන්, සර්ව චිත්ත සාධාරණ චෛතසික සත විශේෂයක් නැති ව, සියලු ම සිත් හා සම්ප්‍රයෝග වන බව දත යුතු ය.",sinhala_doc_02752.png
2753,"එක, ආවාස. දෙක, කුල. තුන. ලාභ. හතර. ගණ. පහ. නවකර්ම. හය. අද්ධාන. හත. ඥාති. අට. ආබාධ.",sinhala_doc_02753.png
2754,"ශීලය ඉබේ ම රැකෙන, ඉහත කී ගුණයන් නැත්තා වූ තැනැත්තා හට සිල් රැකීම මහ දුකෙකි. ඔහුට ශීල සමාදානය සිර ගෙයකට හසු වීමක් වැනිය.",sinhala_doc_02754.png
2755,සම්බෝධියට පැමිණීම සඳහා පිළිවෙත් පුරන්නා වූ සත්පුරුෂයෝ බෝධිසත්ව නම් වෙති. බෝධි තුනක් වන බැවින් බෝධීන්ගේ වශයෙන් බෝධිසත්වයෝ ද තිදෙනෙක් වෙති.,sinhala_doc_02755.png
2756,මෙසේ සංස්කාර අනාත්ම හෙයින් දක්නහුගේ ආත්ම දෘෂ්ටිය සමුද්ඝාටනය වේ. අනිත්ය හෙයින් දක්නහුගේ මාන සමුද්ඝාටනය වේ.,sinhala_doc_02756.png
2757,ඒවායේ ද්වේෂ මූල සිත් නො ලැබෙන්නේ නීවරණයක් වන ද්වේෂය ධ්‍යානවලට බාධක හෙයිනි. ලෝභයත් ධ්‍යානවලට බාධකයෙකි.,sinhala_doc_02757.png
2758,මෙයින් ප්‍රකාශිත වූ දුර්ගතිය වනාහි ප්‍රතිපත්ති දුර්ගතිය - ගති දුර්ගතියයි දෙ වැදෑරුම් වේ.,sinhala_doc_02758.png
2759,එය ආයු වැඩීමය. වර්ණ සුඛ බල වැඩීම ද එසේ ම සිදු වේ. තෙරුවන් වැඳීමේ ගුණ මෙ පමණක් නොවේ. නිතර තෙරුවන් වඳින තැනැත්තා දෙවියෝ රකිති.,sinhala_doc_02759.png
2760,තෙරුන් වහ්නසේ විචාළ විචාළ ප්‍රශ්න නො පැකිල විසඳු සේක. එකල 'ස්වාමීන් වහ්නසේගේ ඤාණය ඉතා තියුණු යැ' ඔහු කීය.,sinhala_doc_02760.png
2761,(නවය) යම් කිසි සඟසතු බඩුවක් සුලු දෙයකැයි සිතා අවමන් නොකළ මැනවි. විපාක දෙනවිට එය මහත් වන්නේයයි ප්‍රේතයා කීය.,sinhala_doc_02761.png
2762,"එද මහත් දුකකි. කොපමණ පවිත්‍ර කළත් එය නැවත අපවිත්‍ර වන්නේය. එද මහත් දුකකි. මිනිස් සිරුර ශීත සෘතු, ශීත ප්‍රදේශවලදී ශීතයෙන් පෙළනු ලැබීම ද දුකකි.",sinhala_doc_02762.png
2763,එසේ බෙදීමෙන් කුසල් සිත් සතරක් වේ. ඒ සතරින් එක එකක් නැවත සංස්කාර භේදයෙන් දෙකට දෙකට බෙදේ.,sinhala_doc_02763.png
2764,ක්ලේශයන් අතුරෙන් දිට්ඨි - විචිකිච්ඡා දෙදෙන ප්‍රථම මාර්ග ඥාන වධ්‍යයහ. ද්වේෂය තෘතීය මාර්ගඥාන වධ්‍යයැ.,sinhala_doc_02764.png
2765,මංගණවැසි බුජ්ජතිස්ස තෙරුන්ගේ කථාව මෙහි අන්තැනක දැක්වේ. මේ කියවෙන බුද්දතිස්ස යන්නත් ඒ සඳහාම යොදන ලදැයි සිතිය හැක.,sinhala_doc_02765.png
2766,චක්ෂුර් විඥානයට නිඃශ්‍රය වන්නේ ද ච්‍යුති චිත්තයෙන් සතළොස් වන චිත්තය හා උපන් චක්ෂුර් වස්තුව ය.,sinhala_doc_02766.png
2767,කල්ප පන්සියයක් අසංඥ භූමියෙහි වැස ච්‍යුත වන්නා වූ පුද්ගලයා හට ච්‍යුති චිත්තයක් නැත.,sinhala_doc_02767.png
2768,ප්‍රධාන ද්වාර සංවර කල්හි මුළු නගරය ම ආරක්ෂා සහිත වන්නාක් මෙනි.,sinhala_doc_02768.png
2769,"මේ සතිපට්ඨානය: රජකු රටක මිනිසුන්ට නො මඟ යන්නට නො දී, නිසි මඟ යන සැටියට ඔවුන් පාලනය කරන්නාක් මෙන්, නිසි මඟ යන සැටියට සිත පාලනය කරයි.",sinhala_doc_02769.png
2770,ශබ්දයේ ඡායාව එහි වැදුණු කල්හි එහි ම සෝත විඤ්ඤාණය උපදී. ඇසීම යයි කියනුයේ සෝත විඤ්ඤාණය ඉපදීමට ය.,sinhala_doc_02770.png
2771,"එසමයෙහි එක් භික්ෂුවක් 'ඇවැත්නි, අපගේ උපාධ්‍යාන්යන් වහන්සේගේ සියලු ම සද්ධිවිහාරිකයෝ රහත්හු වෙතැ' යි අන් භික්ෂුවකට කීය.",sinhala_doc_02771.png
2772,එමෙන් මේ සත්වයෝ ඵස්සය නිසා ආරම්මණ රසය ලබා වේදනාවන් ඇතිවීමෙන් තණ්හාව ඇති කර ගෙන සංසාරය දික් කර ගනිති.,sinhala_doc_02772.png
2773,"උපනුපන් තැන හොඳ ඇස් ලැබීමටත්, ශරීර කාන්තිය ලැබීමටත්, මෙය හේතු වේ.",sinhala_doc_02773.png
2774,"ඇතැමෙක් ශරීරය හැර ජීවයක් ඇත. ශරීරය අනිකෙක, ජීවය අනිකෙකැයි ගනිති.",sinhala_doc_02774.png
2775,"මේ සූත්‍රයෙහි 'යඤ්ච චේතෙති' යනුවෙන් දැක්වෙන්නේ කාමාවචර කුශලචේතනා අටය, රූපාවචර කුශල චේතනා පසය, අරූපාවචර කුශල චේතනා සතරය යන ලෞකික කුශලචේතනා සතළොස ය.",sinhala_doc_02775.png
2776,ලොව ඇති හඬවල් ඇසීම ඇති නොවී තවත් හඬවල් ඇසීමට ඕනෑකම ද ඇතිව ය. ආඝ්රාණය කළ ගන්ධය ඇති නො වී තවත් ගන්ධයන් ආඝ්රාණය කිරීමට ඕනෑකම ද ඇතිව ය.,sinhala_doc_02776.png
2777,"(පහ) වම්පසට හැරී මනහර ප්‍රාසාදය දකී. ඇඳෙහි හිඳගෙන ඉදිරියෙහි තිබෙන, රහතන්ට වාසස්ථාන වූ මිරිසවැටිය දකී.",sinhala_doc_02777.png
2778,"'ප්‍රඥාව වනාහි ඔවුන්ට නැතැ' යි වදාළසේක. 'ස්වාමීනි, නාගසෙන ස්ථවිරයන් වහන්ස, විසඳා වදාළ නියාව ඉතා මනොඥ වී ය' යි කියා ප්‍රශංසා කළෝ ය.",sinhala_doc_02778.png
2779,බොහෝ අභිධර්ම පොත්වල මරණාසන්න වීථි හා අර්පණා වීථි සතරවන පරිච්ඡේදයේ ම දක්වා තිබේ. මරණාසන්න වීථි පස්වන පරිච්ඡේදයේ මරණෝත්පත්ති චතුෂ්කයේ දී ඉගෙනීම පහසු ය.,sinhala_doc_02779.png
2780,"මහරජ, මේ තෙම කාශ්යප බුදු සසුනේ පැවිදිව අවුරුදු විසිදහසක් මහණදම් කළ කෙනෙකි. එකල මොහු ත්‍රිපිටකධාරී බහුශ්රුත ධර්ම කථික භික්ෂුවක් වී සිටියේ ය.",sinhala_doc_02780.png
2781,"එකල ගිනි නිවී යන්නේ ය. කිමෙක් ද, මහරජානෙනි, නැවැත ඒ පැන් ගෙණවුත් ඝට කෘත්යය කරම්හ යි කියා ඒ මනුෂ්යයන්ට මෙබඳු වූ සිතෙක් වේ දැ?' යි කීසේක.",sinhala_doc_02781.png
2782,එදින මහ බෝසතාණෝ වෙළෙඳ බඩු සපයනු පිණිස ඒ ගමට පැමිණ ඒ ගෙයි නවාතැන් ගෙන සිටියහ.,sinhala_doc_02782.png
2783,ගුණයාගේ වැඩීම ද නවතී. (හතලිස් හතර) රජු ධර්මයෙන් රාජ්යය කොට ස්වර්ගයට යයි; අධර්මයෙන් රාජ්යය කොට අපායට යයි.,sinhala_doc_02783.png
2784,පනහ. පටිසංඛානුපස්සනා ඤාණ : මිදෙන උපාය සම්පූර්ණ කරනු පිණිස යලි යලි සම්මර්ශනය කිරීම් වශයෙන් පවත්නා නුවණ පටිසංඛානුපස්සනා ඤාණ නමි.,sinhala_doc_02784.png
2785,අර්හන් මාර්ගඥාන සඞ්ඛ්යාත බෝධිය ද ශ්‍රාවක බෝධිය ප්‍රත්යේක සම්බෝධිය මහාබෝධිය යි තුන් ආකාර වේ. ඒ තුන් බෝධිවලට තුන්තරා බෝධි ය යි ද කියනු ලැබේ.,sinhala_doc_02785.png
2786,මරනු ලබන සත්වයන් ගුණයෙන් සම වූ කල්හි මහා ශරීර ඇති සත්වයා මැරීම මහා සාවද්ය වේ. මහා ශරීර ඇති සත්වයකු මැරීමට මහත් උපක්‍රමයක් කළ යුතු බැවිනි.,sinhala_doc_02786.png
2787,දිට්ඨි සංයෝජන - සීලබ්බතපරාමාස සංයෝජන යන දෙකින් ගැනෙන්නේ ද එක ම දෘෂ්ටි චෛතසිකය ය. එබැවින් චෛතසික ධර්ම වශයෙන් ඇත්තේ සංයෝජන නවයෙකි.,sinhala_doc_02787.png
2788,දෙවන දිනයෙහි රාජ කුලුපග තෙරුන් වහන්සේ පිඬු සිඟා වැඩියහ. තිස්ස උපාසක තෙරුන් වහන්සේ දැක පාත්‍රය ගෙන රජ මැදුරට වැඩමවා ගෙන ගියේය.,sinhala_doc_02788.png
2789,"මෙවක් පටන් ලොවුතුරා බුදුන් සරණ යෙමි' යි කියා තුණුරුවන් සරණ ගියේ ය. මහරජානෙනි, මේ කාරණයෙන් ද සියලු ම දුක්ඛවේදනාවෝ කර්මවිපාකජ නො වන්නාහ.",sinhala_doc_02789.png
2790,ඉක්බිති සුනක්ඛත්ත භික්ෂුව 'ශ්‍රමණ ගෞතමයන් කී දේවලින් කොටසක් හරි ගියේය. මළ එකතු නැඟිට අනිකකු හා කථා කිරීම නම් සිදු නො වන්නකි.,sinhala_doc_02790.png
2791,වස් කාලයෙන් පසු සැරි සරා වඩනා භාග්‍යවතුන් වහන්සේ පෙරළා වැඩ බුද්ධත්වයෙන් එකුන් විසි වන වසෙහි වැසි සමයෙහි චාලිය පර්වතයෙහි ම වුසූ සේක.,sinhala_doc_02791.png
2792,බුදුනට ද සඟනට ද පහන් දල්වන භාණ්ඩ පුදා කර්මයට අනුරූප අනුසස් තුනක් ලබමි. උසස් කුල ඇත්තේ වෙමි. අංග සම්පූර්ණ වූයේ වෙමි.,sinhala_doc_02792.png
2793,ඕ තොමෝ මෑත කාලයෙහි මෙහෙකාර කම් කොට දුක සේ වස්ත්‍රයක් සපයාගෙන මෙසේ සිතී ය.,sinhala_doc_02793.png
2794,"'යහපත, ස්වාමීනි, නාගසෙනයන් වහන්ස, ඒ එසේ ම වේවා. දැන් නුඹ වහන්සේ මාගේ විෂයට ම පැමිණ වදාළසේක'",sinhala_doc_02794.png
2795,එයින් පිරිහීමට පත්ව සිටින අය ලෝකයෙහි බොහෝ ය. සෝවචස්සතා නම් වූ පිළිගන්න ස්වභාවය දියුණුවට ඉමහත් හේතුවකි.,sinhala_doc_02795.png
2796,එබැවින් මට අනුග්‍රහ කොට මෙ ඉල්ලීම පිළිගත මැනැවැ' යි කී ය. භාග්‍යවතුන් වහන්සේ එය තුෂ්ණිම් භාවයෙන් පිළිගත් සේක.,sinhala_doc_02796.png
2797,එක් කලෙක සද්ධාතිස්ස මහරජ රාජාභරණ ඉවත් කොට අටසිල් රැගෙන තුන් මසක් මුළුල්ලේ විහාරයෙහි ම නැවතී සිටියේය.,sinhala_doc_02797.png
2798,ජරා - මරණ දෙක්හි ඤාණය අර්ථප්‍රතිසම්භිදා නම. ජාතියෙහි ඤාණය ධර්මප්‍රතිසම්භිදා නම. කර්ම භවයෙන් නිපන් ජාතියෙහි ඤාණය අර්ථප්‍රතිසම්භිදා නම.,sinhala_doc_02798.png
2799,"අන්යයෝ දුශ්ශීලයෝ ය. නොයෙක් පව්කම් කරන්නෝ ය. මම සිල්වත් වෙමි, කිසි පාපයක් නො කරමි යි සිල්වත් බව නිසා මත්වන්නා වූ මානය සීලමද නම් වේ.",sinhala_doc_02799.png
2800,භවයට ඇතුළත් වූසේක. ලොකයා කෙරෙහි ලොකයා හා සාධාරණ වූසේක. එහෙයින් ඒ සර්වඥයාහට කරණ ලද පූජා සත්කාරයතෙම වඳ වන්නේ ය.,sinhala_doc_02800.png
2801,මේ පුවත ලලිත විස්තර ආදී මහායාන පොත්හි එන සැටියෙන් මෙහි දැක්වූ මු. පාළි ජාතක අටුවා ආදියෙහි මේ තරම් විස්තර නැත.,sinhala_doc_02801.png
2802,බුදුන් වහන්සේට ද උත්තම වූ සංඝයා හට ද කුඩ පුදා මාගේ කර්මයට සුදුසු වූ ආනිසංස අටක් අනුභව කරමි.,sinhala_doc_02802.png
2803,මිනිස් ලොව ගිහියෝ ද සෝවාන් - සකෘදාගාමි - අනාගාමි - අර්හත් යන මග ඵලවලට පැමිණෙති. රහත් වූ ගිහියෝ පැවිදිවීම හෝ පිරිනිවීම හෝ කෙරෙති.,sinhala_doc_02803.png
2804,ධාතු වශයෙන් අටළොසකට බෙදා තිබෙන්නේ ද ආයතන වශයෙන් දොළොසකට බෙදන ලද ධර්ම සමූහය ම ය.,sinhala_doc_02804.png
